CRN	Subj	Crse	Sect	Title	Prof	Day	Beg	End	Bldg	Room	(Type)	Campus	Max	Avail	WaitCount
21336	PSY	01107	 9	ESSENTIALS OF PSYCHOLOGY	"Cranstoun, Kimberley D"	TR	800	915	LBRARY	126	(Class)	Main	0	0	0
21337	PSY	01107	 10	ESSENTIALS OF PSYCHOLOGY	"Cranstoun, Kimberley D"	TR	930	1045	LBRARY	126	(Class)	Main	0	0	0
21338	PSY	01107	 11	ESSENTIALS OF PSYCHOLOGY	"Mazzeo, Cristina E"							Online	35	35	0
21339	PSY	01107	 12	ESSENTIALS OF PSYCHOLOGY	"Mazzeo, Cristina E"							Online	35	35	0
21340	PSY	01107	 13	ESSENTIALS OF PSYCHOLOGY	"Idler, Charles J"							Online	35	35	0
21341	PSY	01107	 14	ESSENTIALS OF PSYCHOLOGY	"Idler, Charles J"							Online	35	35	0
21342	PSY	01107	 15	ESSENTIALS OF PSYCHOLOGY	"D'Amico, Kristen Darroch"							Online	35	35	0
21343	PSY	01107	 16	ESSENTIALS OF PSYCHOLOGY	"Musumeci-Szabo, Tamara Jo"							Online	35	35	0
21346	PSY	01199	 1	NAVIGATING PSYCHOLOGY	"Sledjeski, Eve M"							Online	35	35	0
21347	PSY	01199	 2	NAVIGATING PSYCHOLOGY	"Sledjeski, Eve M"							Online	35	35	0
21348	PSY	01199	 3	NAVIGATING PSYCHOLOGY	"Sledjeski, Eve M"							Online	35	35	0
21349	PSY	01199	 4	NAVIGATING PSYCHOLOGY	"Abrams, Lisa Catherine"							Online	35	35	0
21350	PSY	01199	 5	"NAVIGATING PSYCHOLOGYRowan Global students only. "	"Abrams, Lisa Catherine"							Online	35	35	0
21351	PSY	01200	 1	PSY OF WOMEN & CULTURAL EXP	"Porter, Tenelle"	R	1400	1515	ENTPRZ	506	(Class)	Main	35	35	0
21352	PSY	01230	 1	PSYCHOLOGY OF PERSONALITY	"Dinzeo, Thomas J"	R	1700	1815	ROBSON	201B	(Class)	Main	35	35	0
21353	PSY	01230	 2	PSYCHOLOGY OF PERSONALITY	"Davis, DeLithea E."							Online	35	35	0
21354	PSY	01230	 3	PSYCHOLOGY OF PERSONALITY	"Davis, DeLithea E."							Online	35	35	0
21355	PSY	01230	 4	PSYCHOLOGY OF PERSONALITY	"Funkhouser, Alexandria Renee"							Online	35	35	0
21356	PSY	01230	 5	PSYCHOLOGY OF PERSONALITY	"Funkhouser, Alexandria Renee"							Online	35	35	0
21357	PSY	01230	 1C	"PSYCHOLOGY OF PERSONALITYRowan Global students only. "	"Pilling, Daniel Ryan"							Online	35	35	0
21359	PSY	01301	 1	PSY OF SCIENTIFIC THINKING	"Yingst, James M"	TR	1230	1345	ROBSON	101A	(Class)	Main	35	35	0
21360	PSY	01301	 2	PSY OF SCIENTIFIC THINKING	"Yingst, James M"	TR	1400	1515	ROBSON	101A	(Class)	Main	35	35	0
21361	PSY	01301	 3	"HONORS PSY OF SCIEN THINKINGNon-Honors students who meet the 3.30 GPA requirementand have completed the prerequisites should emailhonors@rowan.edu to be added to the class. "	"Tappe, Karyn"	MW	930	1045	JAMES	2100	(Class)	Main	20	20	0
21362	PSY	01301	 4	PSY OF SCIENTIFIC THINKING	"Castorina, James"	M	930	1045	ROBSON	201B	(Class)	Main	35	35	0
21385	PSY	01301	 5	PSY OF SCIENTIFIC THINKING	"Castorina, James"	F	930	1045	ROBSON	102	(Class)	Main	35	35	0
21386	PSY	01301	 6	PSY OF SCIENTIFIC THINKING	"Roberts, Michael B"	T	1700	1815	DISCOV	414	(Class)	Main	35	35	0
21387	PSY	01301	 7	PSY OF SCIENTIFIC THINKING	"Diorio, Sarah A"							Online	35	35	0
21388	PSY	01301	 1C	"PSY OF SCIENTIFIC THINKINGRowan Global students only. "	"Diorio, Sarah A"							Online	35	35	0
21390	PSY	01305	 1	PSYCHOLOGY & LAW	"Bogart, Daniel Fred"	TR	930	1045	ENTPRZ	506	(Class)	Main	35	35	0
21392	PSY	01305	 2	PSYCHOLOGY & LAW	"Bogart, Daniel Fred"							Online	35	35	0
21391	PSY	01305	 3	PSYCHOLOGY & LAW	"Yingst, James M"	MW	1530	1645	ROBSON	102	(Class)	Main	35	35	0
21393	PSY	01326	 1	PERCEPTION	"Swan, Benjamin J"	TR	930	1045	ROBSON	201B	(Class)	Main	35	35	0
21394	PSY	01326	 2	PERCEPTION	"Swan, Benjamin J"	TR	1100	1215	ROBSON	201B	(Class)	Main	35	35	0
21395	PSY	01326	 3	PERCEPTION	"Swan, Benjamin J"	TR	1230	1345	ROBSON	201B	(Class)	Main	35	35	0
21396	PSY	01326	 4	PERCEPTION	"Angelone, Bonnie L"							Online	35	35	0
21397	PSY	01326	 1C	"PERCEPTIONRowan Global students only. "	"Martinez, Brittany Elizabeth"							Online	35	35	0
21398	PSY	01327	 1	COGNITIVE PSYCHOLOGY	"Yingst, James M"	MW	1400	1515	ROBSON	102	(Class)	Main	35	35	0
21399	PSY	01327	 2	COGNITIVE PSYCHOLOGY	"Hale, Mark"	MW	1700	1815	ROBSON	201B	(Class)	Main	35	35	0
21400	PSY	01327	 3	COGNITIVE PSYCHOLOGY	"Hale, Mark"	MW	1830	1945	ROBSON	201B	(Class)	Main	35	35	0
21402	PSY	01327	 1C	"COGNITIVE PSYCHOLOGYRowan Global Online Students Only "	"Way, Andrea M"							Online	35	35	0
21401	PSY	01327	 2C	COGNITIVE PSYCHOLOGY	"Ney, James P"	MW	1400	1515	(Class)			RCSJ at Gloucester	35	35	0
21403	PSY	01329	 1	HEALTH PSYCHOLOGY	"Shank, Faith"							Online	35	35	0
21405	PSY	01329	 3	HEALTH PSYCHOLOGY	"Anwar, Kainaat"	F	1100	1215	BUSN	225	(Class)	Main	35	35	0
21406	PSY	01336	 1	POSITIVE PSYCHOLOGY	"Davis-LaMastro, Valerie"	TR	1230	1345	ROBSON	102	(Class)	Main	35	35	0
21407	PSY	01421	 1	ADVANCED RESEARCH II-WI	"Sledjeski, Eve M"	MW	930	1045	BUSN	225	(Class)	Main	20	20	0
21408	PSY	01422	 1	FIELD EXPER PSYCH	"Davis-LaMastro, Valerie"	R	1700	1815	ROBSON	116A	(Class)	Main	0	0	0
21409	PSY	01422	 2	FIELD EXPER PSYCH	STAFF	R	1700	1815	ROBSON	116A	(Class)	Main	0	0	0
21410	PSY	01423	 1	SEM: NEURODEGENERATIVE DISEASE	"Martinez, Brittany Elizabeth"	MW	1230	1345	ROBSON	101A	(Class)	Main	25	25	0
21411	PSY	01423	 2	SEMINAR:EATING DISORDERS	"Neimeyer, Gregory J"							Online	35	35	0
21412	PSY	01423	 3	SEMINAR: BEHAVIORAL ADDICTIONS	"Neimeyer, Gregory J"							Online	35	35	0
21413	PSY	01423	 4	SEMINAR: LOVE & RELATIONSHIPS	"Seitz, Kristine Ann"							Online	35	35	0
24372	PSY	01423	 5	SEMINAR: PSYCHOLOGY & FILM	"Angelone, D.J."	T	930	1045	WILSON	212	(Class)	Main	25	25	0
21414	PSY	01425	 1	FLDWRK APPL BEHAVIOR ANALYSIS	"Soreth, Michelle Ennis"	W	1530	1645	ENTPRZ	506	(Class)	Main	25	25	0
21415	PSY	01426	 1	"RESEARCH CLINIC IN PSYCHOLOGY Registration by permission of instructor. "	"Brunwasser, Steve"							Main	0	0	0
21416	PSY	01499	 1	PSYCHOLOGY SENIOR CAPSTONE	"Davis-LaMastro, Valerie"							Online	35	35	0
21417	PSY	01499	 2	PSYCHOLOGY SENIOR CAPSTONE	"Davis-LaMastro, Valerie"							Online	35	35	0
21418	PSY	01499	 3	PSYCHOLOGY SENIOR CAPSTONE	"Davis-LaMastro, Valerie"							Online	35	35	0
21419	PSY	01499	 4	PSYCHOLOGY SENIOR CAPSTONE	"Mason, Cristine M."							Online	35	35	0
21420	PSY	01499	 5	PSYCHOLOGY SENIOR CAPSTONE	"Mason, Cristine M."							Online	35	35	0
21421	PSY	01499	 6	PSYCHOLOGY SENIOR CAPSTONE	"Mason, Cristine M."							Online	35	35	0
21422	PSY	01499	 7	PSYCHOLOGY SENIOR CAPSTONE	"Kately-Drake, Megan"							Online	35	35	0
21423	PSY	01499	 8	PSYCHOLOGY SENIOR CAPSTONE	"Kately-Drake, Megan"							Online	35	35	0
21424	PSY	01499	 9	"PSYCHOLOGY SENIOR CAPSTONERowan Global students only. "	"Kately-Drake, Megan"							Online	35	35	0
21425	PSY	01566	 1	"COUNSEL THEORY/TECH IIMA/CAGS in CMHC students only. "	"Nunn, Briget"	W	1700	1815	ROBSON	101A	(Class)	Main	25	25	0
21426	PSY	01572	 1	"RSRCH METH STAT COUN PSY I:BASMA/CAGS in CMHC students only. "	"Fife, Dustin Allan"	M	1700	1815	ROBSON	102	(Class)	Main	25	25	0
21427	PSY	01620	 1	"LEG/ETHIC/PROF ISSUES IN COUNMA/CAGS in CMHC students only. "	"Crawford, Gigi"	M	1400	1515	BUSN	225	(Class)	Main	25	25	0
21428	PSY	01624	 1	PSYCHOPATHLGY II:CONCEPT/ETIOL	"Dinzeo, Thomas J"	R	1400	1515	ROBSON	201B	(Class)	Main	20	20	0
21429	PSY	01650	 1	"PRACTICUM IN COUNSELINGMA/CAGS in CMHC students only. "	"Young, Kristine"	R	1400	1515	BUSN	225	(Class)	Main	25	25	0
21430	PSY	01661	 1	PRACT IN APP BEHAV ANALYSIS II	"Soreth, Michelle Ennis"	W	1830	1945	ENTPRZ	506	(Class)	Main	25	25	0
21436	PSY	01750	 1	MULTICULTURAL PERSPECTIVES	"Lassiter, Jonathan Mathias"	T	930	1045	ROBSON	116A	(Class)	Main	15	15	0
21440	PSY	01855	 1	DISSERTATION RESEARCH	"Haugh, Jim"							Main	35	35	0
21444	PSY	02300	 1	PSY AS PROFESSION/PRACTICE	"Tappe, Karyn"	TR	930	1045	ROBSON	101A	(Class)	Main	35	35	0
21447	PSY	02300	 2	PSY AS PROFESSION/PRACTICE	"Tappe, Karyn"	TR	1100	1215	ROBSON	101A	(Class)	Main	35	35	0
21449	PSY	02300	 3	PSY AS PROFESSION/PRACTICE	"Davis-LaMastro, Valerie"	MW	1230	1345	JAMES	3091A	(Class)	Main	35	35	0
21450	PSY	02300	 4	PSY AS PROFESSION/PRACTICE	"Davis-LaMastro, Valerie"	MW	1400	1515	JAMES	3091A	(Class)	Main	0	0	0
21453	PSY	02300	 5	PSY AS PROFESSION/PRACTICE	"Korovich, Megan Elizabeth"	W	800	915	ROBSON	201B	(Class)	Main	35	35	0
21454	PSY	02300	 6	PSY AS PROFESSION/PRACTICE	"Schultz, Anya M."	MW	1230	1345	ENTPRZ	506	(Class)	Main	35	35	0
21455	PSY	02300	 7	PSY AS PROFESSION/PRACTICE	"Schultz, Anya M."							Online	35	35	0
21456	PSY	02300	 1C	"PSY AS PROFESSION/PRACTICERowan Global students only. "	"Farkas, Lisa J"							Online	35	35	0
21457	PSY	02305	 1	APPLIED BEHAVIOR ANALYSIS	"Barnard, John C"	M	1700	1815	ENTPRZ	506	(Class)	Main	35	35	0
21459	PSY	02310	 1	LEARNING AND BEHAVIORISM	"Chin, Victor Steven"	T	1700	1815	ROBSON	201B	(Class)	Main	35	35	0
21460	PSY	02310	 2	LEARNING AND BEHAVIORISM	"Luczkiewicz, Melissa N"	TR	1830	1945	ROBSON	102	(Class)	Main	35	35	0
21462	PSY	02310	 3	LEARNING AND BEHAVIORISM	"Moretti, Abigail"							Online	35	35	0
21467	PSY	02310	 1C	"LEARNING AND BEHAVIORISMRowan Global students only. "	"Goodwin, Shelby Renee"							Online	35	35	0
21476	PSY	02310	 2C	LEARNING AND BEHAVIORISM	"Pisacreta, Jeffrey"	M	1700	1815	(Class)			Rowan College at Burlington	35	35	0
21471	PSY	02310	 3C	"LEARNING AND BEHAVIORISMRowan Global Online Students Only "	"Mercogliano, Jodie Ann"							Online	35	35	0
21482	PSY	02320	 1	SINGLE-SUBJ RSRCH METHODOLOGY	"Soreth, Michelle Ennis"	T	1530	1645	ENTPRZ	506	(Class)	Main	25	25	0
21484	PSY	02510	 1	RSRCH METH IN BEHAV ANALYSIS	"Raiff, Bethany Ruth"	T	1530	1645	BUSN	225	(Class)	Main	25	25	0
21485	PSY	02610	 1	APPLIED BEHAVIOR ANALYSIS	"Simmons, Christina A"	W	1530	1645	BUSN	225	(Class)	Main	25	25	0
21486	PSY	02671	 1	"BEHAVIORAL CONSULT, SUPV & MGT"	"Harms, Crystal Ann"	W	1530	1645	ROBSON	101B	(Class)	Main	20	20	0
21487	PSY	03200	 1	ABNORMAL PSYCHOLOGY	"Schweitzer, Danielle Rae"	R	1700	1815	ENTPRZ	506	(Class)	Main	35	35	0
21493	PSY	03200	 2	ABNORMAL PSYCHOLOGY	"Beck-Felts, Katie"							Online	35	35	0
21494	PSY	03200	 3	ABNORMAL PSYCHOLOGY	"Nicoletti, Alexandra"							Online	35	35	0
21496	PSY	03200	 4	ABNORMAL PSYCHOLOGY	"Foye, Ashley Sandy"							Online	35	35	0
21498	PSY	03200	 5	ABNORMAL PSYCHOLOGY	"Himelstein, Robyn Helene"	F	1100	1215	ROBSON	201B	(Class)	Main	35	35	0
21503	PSY	03200	 6	ABNORMAL PSYCHOLOGY	"Crawford, Gigi"	TR	800	915	BUSN	225	(Class)	Main	35	35	0
21505	PSY	03200	 7	ABNORMAL PSYCHOLOGY	"Redondo, Brian M"	W	1700	1815	JAMES	1115	(Class)	Main	0	0	0
21506	PSY	03205	 1	INTAKE/INTER SKL PSY	"Summers, William Luke"	M	1400	1515	ROBSON	101A	(Class)	Main	25	25	0
21516	PSY	03320	 1	INTRO CLINICAL/COUNSELING PSYC	"De Angelo, Michael J"	M	1700	1815	ROBSON	201A	(Class)	Main	35	35	0
21520	PSY	03624	 1	PSYCHOPATHOLOGY CHLD/ADOL	"Brunwasser, Steve"	T	1700	1815	DISCOV	101	(Class)	Main	25	25	0
21521	PSY	03704	 1	ASSESS II: INDIV DIFF & PERSON	STAFF	T	1400	1515	ROBSON	201B	(Class)	Main	25	25	0
21528	PSY	03712	 1	INTERVENTION II: EVI BAS W ADU	"Haugh, Jim"	R	930	1045	ROBSON	116A	(Class)	Main	10	10	0
21535	PSY	03722	 1	PROFESSIONAL PROSEMINAR II	"Angelone, D.J."	R	1255	1345	JAMES	2103	(Class)	Main	15	15	0
21536	PSY	03724	 1	PROFESSIONAL PROSEMINAR IV	"Angelone, D.J."	R	1400	1515	JAMES	2095	(Class)	Main	15	15	0
21537	PSY	03726	 1	PROFESSIONAL PROSEMINAR VI	"Angelone, D.J."	T	1255	1345	JAMES	2094	(Class)	Main	15	15	0
21538	PSY	03728	 1	PROFESSIONAL PROSEMINAR VIII	"Haugh, Jim"	R	1230	1320	ROBSON	116A	(Class)	Main	10	10	0
21539	PSY	03746	 1	FOUNDATIONAL PRACTICUM II	"Jones, Meredith Cerian"	R	930	1045	DISCOV	415	(Class)	Main	15	15	0
21540	PSY	03802	 1	INTERMEDIATE PRACTICUM II	"Lassiter, Jonathan Mathias"	T	1400	1515	ROBSON	116A	(Class)	Main	15	15	0
21541	PSY	03815	 1	THESIS RESEARCH	"Haugh, Jim"							Main	35	35	0
21543	PSY	03822	 1	ADVANCED PRACTICUM II	"Jones, Meredith Cerian"	R	1400	1515	ROBSON	116A	(Class)	Main	10	10	0
21545	PSY	03838	 1	HLTH CARE MODELS & SERV DELIVE	"Greeson, Jeffrey M"	T	1400	1515	WILSON	212	(Class)	Main	15	15	0
21551	PSY	03860	 1	INTERNSHIP	"Haugh, Jim"							Main	15	15	0
21555	PSY	05206	 1	SOCIAL PSYCHOLOGY	"Yingst, James M"	MW	1230	1345	ROBSON	102	(Class)	Main	35	35	0
21556	PSY	05206	 2	SOCIAL PSYCHOLOGY	"Haynes, Robert B"	F	1100	1215	ROBSON	101A	(Class)	Main	35	35	0
21557	PSY	05206	 3	SOCIAL PSYCHOLOGY	"Travis, Edward"	TR	1830	1945	ROBSON	101A	(Class)	Main	35	35	0
21558	PSY	05206	 4	SOCIAL PSYCHOLOGY	"Yurak, Tricia J."							Online	35	35	0
21559	PSY	05206	 5	SOCIAL PSYCHOLOGY	"Yurak, Tricia J."							Online	35	35	0
21564	PSY	05310	 1	PSYCH OF HUMAN SEXUALITY	"Cibischino, Roni K"							Online	35	35	0
21568	PSY	05310	 2	PSYCH OF HUMAN SEXUALITY	"Cibischino, Roni K"							Online	35	35	0
21569	PSY	05310	 3	PSYCH OF HUMAN SEXUALITY	"Seitz, Kristine Ann"							Online	35	35	0
21571	PSY	05310	 4	PSYCH OF HUMAN SEXUALITY	"Panna, Victoria P."							Online	35	35	0
21574	PSY	05310	 5	PSYCH OF HUMAN SEXUALITY	"Panna, Victoria P."							Online	35	35	0
20276	PSY	05320	 1	INTRO SPORT & EXERCISE PSYC	"Bullard, JoAnne Barbieri"	MW	1400	1515	JAMES	2096	(Class)	Main	15	15	0
20278	PSY	05320	 2	INTRO SPORT & EXERCISE PSYC	"Bullard, JoAnne Barbieri"							Online	15	15	0
21583	PSY	05502	 1	FUND ALC/DRUG ABUSE DEPN	"Glick, Katherine Emily"							Online	15	15	0
21589	PSY	05610	 1	"SOCIAL & CULT DIVERSITYMA/CAGS in CMHC students only. "	"Nunn, Briget"	W	1400	1515	ROBSON	101A	(Class)	Main	25	25	0
21590	PSY	05652	 1	"ADVANCED SEM CLINICAL PRACMA/CAGS in CMHC students only. "	"Hallworth, Donna L."	M	1700	1815	ROBSON	101A	(Class)	Main	25	25	0
21594	PSY	06533	 1C	TESTS & MEASUREMENTS	"Dihoff, Roberta"							Online	25	25	0
21595	PSY	07300	 1	"PSYCHOLOGY LEARNING ASST SEMINRegistration by permission of instructor. "	"Bogart, Daniel Fred"							Main	0	0	0
21596	PSY	07301	 1	STATISTICS IN PSYCHOLOGY	"Yurak, Tricia J."	TR	930	1045	ROBSON	102	(Class)	Main	25	25	0
21597	PSY	07301	 2	STATISTICS IN PSYCHOLOGY	"Yurak, Tricia J."							Online	25	25	0
21598	PSY	07301	 3	STATISTICS IN PSYCHOLOGY	"Yurak, Tricia J."	TR	1400	1515	ROBSON	102	(Class)	Main	25	25	0
21600	PSY	07301	 4	STATISTICS IN PSYCHOLOGY	"Bogart, Daniel Fred"	MW	930	1045	ENTPRZ	506	(Class)	Main	25	25	0
21601	PSY	07301	 5	STATISTICS IN PSYCHOLOGY	"Bogart, Daniel Fred"	MW	1100	1215	ENTPRZ	506	(Class)	Main	25	25	0
21602	PSY	07301	 6	STATISTICS IN PSYCHOLOGY	"Angelone, Bonnie L"	TR	1100	1215	ENTPRZ	506	(Class)	Main	25	25	0
21603	PSY	07301	 7	STATISTICS IN PSYCHOLOGY	"Angelone, Bonnie L"	TR	1230	1345	ENTPRZ	506	(Class)	Main	25	25	0
24184	PSY	07301	 8	STATISTICS IN PSYCHOLOGY	"Eisenhard, Matthew L."	T	1700	1945	SCIENC	338	(Class)	Main	25	25	0
21604	PSY	07301	 1C	"STATISTICS IN PSYCHOLOGY Rowan Global students only. "	"Abrams, Lisa Catherine"							Online	25	15	0
21605	PSY	07301	 2C	"STATISTICS IN PSYCHOLOGYRowan Global Online Students Only "	"Hendricks, Bryan J"							Online	25	25	0
21606	PSY	07301	 3C	STATISTICS IN PSYCHOLOGY	"Carlton, Richmond B"	TR	1530	1645	(Class)			Rowan College at Burlington	25	25	0
21607	PSY	07301	 4C	STATISTICS IN PSYCHOLOGY	"Ney, James P"	MW	1100	1215	(Class)			RCSJ at Gloucester	25	25	0
21624	PSY	07303	 1	RESEARCH METHODS IN PSYCH	"Abrams, Lisa Catherine"	TR	1530	1645	ROBSON	102	(Class)	Main	25	25	0
21625	PSY	07303	 2	RESEARCH METHODS IN PSYCH	STAFF	TR	1700	1815	ROBSON	102	(Class)	Main	25	25	0
21627	PSY	07303	 3	RESEARCH METHODS IN PSYCH	"Swan, Benjamin J"	MW	930	1045	ROBSON	102	(Class)	Main	25	25	0
21628	PSY	07303	 4	RESEARCH METHODS IN PSYCH	"Swan, Benjamin J"	MW	1100	1215	ROBSON	102	(Class)	Main	25	25	0
21630	PSY	07303	 5	RESEARCH METHODS IN PSYCH	"Tappe, Karyn"	MW	1230	1345	BUSN	225	(Class)	Main	35	35	0
21631	PSY	07303	 6	RESEARCH METHODS IN PSYCH	"Bogart, Daniel Fred"	TR	1230	1345	BUSN	225	(Class)	Main	25	25	0
21632	PSY	07303	 7	RESEARCH METHODS IN PSYCH	"Eisenhard, Matthew L."							Online	25	25	0
21633	PSY	07303	 1C	"RESEARCH METHODS IN PSYCHRowan Global Online Students Only "	"Yingst, James M"							Online	25	25	0
21637	PSY	07303	 2C	RESEARCH METHODS IN PSYCH	"Carlton, Richmond B"	TR	1400	1515	(Class)			Rowan College at Burlington	25	25	0
21639	PSY	07303	 3C	RESEARCH METHODS IN PSYCH	"Ney, James P"	MW	930	1045	(Class)			RCSJ at Gloucester	25	25	0
21635	PSY	07303	 4C	"RESEARCH METHODS IN PSYCHRowan Global students only. "	"Pinto, John Francis"							Online	25	15	0
21636	PSY	07303	 5C	"RESEARCH METHODS IN PSYCHRowan Global students only. "	"Carlton, Richmond B"							Online	25	25	0
21697	PSY	07714	 1	STAT CLIN PSY I: UNIVARIATE	"Fife, Dustin Allan"	T	930	1045	BOZ	107	(Class)	Main	15	15	0
21698	PSY	08220	 1	PERSONNEL PSYCHOLOGY	"Gagliano, Timothy J"							Online	35	35	0
21699	PSY	08310	 1	INDUST/ORG PSYCHOLOGY	"Davis-LaMastro, Valerie"	TR	1530	1645	JAMES	1115	(Class)	Main	0	0	0
21700	PSY	08310	 2	INDUST/ORG PSYCHOLOGY	"Gagliano, Timothy J"							Online	35	35	0
21701	PSY	09209	 1	CHILD AND ADOLESCENT DEVEL	"Jin, Jonathan"							Online	35	35	0
21702	PSY	09209	 2	CHILD AND ADOLESCENT DEVEL	"Atweh, Aziz Ghassan"							Online	35	35	0
21703	PSY	09209	 3	CHILD AND ADOLESCENT DEVEL	"Selman, Bernard"							Online	35	35	0
21704	PSY	09209	 4	CHILD AND ADOLESCENT DEVEL	"Selman, Bernard"							Online	35	35	0
21705	PSY	09209	 5	CHILD AND ADOLESCENT DEVEL	"Lavertu, Elizabeth C"							Online	35	35	0
21706	PSY	09209	 6	CHILD AND ADOLESCENT DEVEL	"Kelso, Nicole A"							Online	35	35	0
21707	PSY	09209	 7	CHILD AND ADOLESCENT DEVEL	"Adkins, Kimberly Ann"	TR	930	1045	BUSN	225	(Class)	Main	35	35	0
21708	PSY	09209	 8	CHILD AND ADOLESCENT DEVEL	"Adkins, Kimberly Ann"	TR	1100	1215	BUSN	225	(Class)	Main	35	35	0
21709	PSY	09209	 9	CHILD AND ADOLESCENT DEVEL	"Repsher, Laura Ann"	MW	1530	1645	ROBSON	201B	(Class)	Main	35	35	0
21710	PSY	09209	 10	CHILD AND ADOLESCENT DEVEL	"Repsher, Laura Ann"							Online	15	15	0
21711	PSY	09209	 11	CHILD AND ADOLESCENT DEVEL	"Lavertu, Elizabeth C"							Online	35	35	0
21713	PSY	09209	 12	CHILD AND ADOLESCENT DEVEL	"Satish, Anisha"	R	800	915	LBRARY	226	(Class)	Main	0	0	0
21712	PSY	09209	 13	CHILD AND ADOLESCENT DEVEL	"Cifuentes, Jaime Ruben"							Online	35	35	0
21714	PSY	09210	 1	ADOLESCENT DEVELOPMT	"Berger, Russell F."							Online	35	35	0
21715	PSY	09210	 2	ADOLESCENT DEVELOPMT	"Berger, Russell F."							Online	35	35	0
21716	PSY	09210	 3	ADOLESCENT DEVELOPMT	"Rush, Alexandra"							Online	35	35	0
21718	PSY	09218	 1	LIFESPAN DEVELOPMENT	"Haynes, Robert B"							Online	35	35	0
21719	PSY	09218	 2	LIFESPAN DEVELOPMENT	"Gilmartin, Caitlin Elizabeth"							Online	35	35	0
21720	PSY	09218	 3	LIFESPAN DEVELOPMENT	"Doughty, Richard H"							Online	35	35	0
21721	PSY	09218	 4	LIFESPAN DEVELOPMENT	"Doughty, Richard H"							Online	35	35	0
21755	PSY	09305	 1	DEVELOP PSYCHOPATHOLOGY	"Gotham, Katherine Oberle"	F	800	915	BUSN	225	(Class)	Main	35	35	0
21757	PSY	09305	 2	DEVELOP PSYCHOPATHOLOGY	"Freedman, Melanie A."							Online	35	35	0
21758	PSY	09305	 3	DEVELOP PSYCHOPATHOLOGY	"Freedman, Melanie A."							Online	35	35	0
21760	PSY	09305	 4	DEVELOP PSYCHOPATHOLOGY	"Barbarasch, Barry S"							Online	35	35	0
24371	PSY	09400	 1	INTRO TO HUMAN FACTORS	"Swan, Benjamin J"	MW	1400	1515	WILSON	212	(Class)	Main	25	25	0
24369	PSY	09512	 1	DEV PSY ALC/DRUG ABUSE	"Glick, Katherine Emily"							Online	25	25	0
21762	PSY	10315	 1	PHYSIOLOGICAL PSYCHOLOGY	"Martinez, Brittany Elizabeth"	MW	930	1045	ROBSON	101A	(Class)	Main	35	35	0
21763	PSY	10315	 2	PHYSIOLOGICAL PSYCHOLOGY	"Martinez, Brittany Elizabeth"	MW	1100	1215	ROBSON	101A	(Class)	Main	35	35	0
21764	PSY	10315	 3	PHYSIOLOGICAL PSYCHOLOGY	"Hough, Gerald Edward"							Online	35	35	0
21765	PSY	10315	 4	PHYSIOLOGICAL PSYCHOLOGY	"Frisina, Pasquale"							Online	35	35	0
24370	PSY	10315	 5	PHYSIOLOGICAL PSYCHOLOGY	"Sexton, Brian P"							Online	35	35	0
21766	PSY	10315	 1C	PHYSIOLOGICAL PSYCHOLOGY	"Young, Corey Elise"	MW	1230	1345	(Class)			Rowan College at Burlington	35	35	0
21768	PSY	10315	 2C	PHYSIOLOGICAL PSYCHOLOGY	"Young, Corey Elise"	MW	1530	1645	(Class)			RCSJ at Gloucester	35	35	0
21769	PSY	10315	 3C	"PHYSIOLOGICAL PSYCHOLOGYRowan Global students only. "	"Vinciguerra, Vincent D"							Online	35	25	0
21770	PSY	10315	 4C	"PHYSIOLOGICAL PSYCHOLOGYRowan Global Online Students Only "	"Young, Corey Elise"							Online	35	35	0
21773	PSY	10480	 1	COGNITIVE NEUROSCIENCE	"Hough, Gerald Edward"	T	1400	1515	BUSN	225	(Class)	Main	35	35	0
21775	PSY	10610	 1	"PSYCHOPHRMCLGY BIOL BS OF BEHMA/CAGS in CMHC students only. "	"Abrams, Lisa Catherine"	W	1700	1815	ROBSON	102	(Class)	Main	25	25	0
21781	PSY	22215	 1	EDUCATIONAL PSYCHOLOGY	"Way, Andrea M"	R	1530	1645	ROBSON	101A	(Class)	Main	35	35	0
21782	PSY	22507	 1C	DEVELOP/LEARNING	"Dihoff, Roberta"							Online	25	25	0
21784	PSY	22601	 1	SEM II APPL RSRCH:SCHL PSYCH	STAFF	W	2000	2115	ROBSON	102	(Class)	Main	25	25	0
21940	PSYC	6401M	S10	BRAIN & BEHAVIOR B	"Shell, Dawn"							Stratford	999	999	0
22034	PSYC	7400M	S20	HUMAN SEXUALITY	"Scheinthal, Stephen M"							Stratford	999	999	0
22035	PSYC	8342M	S20	PSYCHIATRY	"Messina, Salvatore Montana"							Stratford	999	999	0
22068	PSYC	8342M	S30	PSYCHIATRY	"Messina, Salvatore Montana"							Stratford	999	999	0
22069	QUEC	10100	 1	"MOD DESC OF INCAS: QUECHUA Prerequisite waiver available through placement interview. Contact mas@rowan.edu. "	"Manley, Marilyn Suzanne"	TR	1100	1215	BOZ	130	(Class)	Main	12	12	0
20707	READ	17100	 1	IMP PERS RDG SKILLS	"Anderson, Darlene M"	MW	930	1045	JAMES	1081	(Class)	Main	15	15	0
20708	READ	30100	 1	CRITICAL THINK/READ ACAD TEXTS	"Eisberg, Robert S."	MW	800	915	JAMES	1081	(Class)	Main	25	25	0
